tpep_pickup_datetime,revenue,total_distance,total_duration_minutes,total_passengers,total_tips,total_fare_revenue,total_trips,duration_p50,speed_p50,avg_trip_price,avg_distance,avg_duration_minutes,avg_tip,avg_speed_mph,avg_tip_pct,revenue_index_100,trips_index_100,revenue_index_dow
2022-07-17,2838789.98,530717.96,1883597.8333333333,191272.0,356128.58,1979132.94,124240,39.43416666666659,12.526671408250355,22.849243238892466,4.271715711526078,15.160961311440223,2.8664566967160336,16.90545457022983,17.99417173057612,155.904318038726,143.08418749280202,96.42820720456629
2022-07-18,2855772.96,496755.86,1998514.8666666667,189266.0,359106.26,1944656.96,130020,11.8,10.704845814977974,21.96410521458237,3.8206111367481923,15.370826539506742,2.7619309337025073,14.913750253813474,18.466303691937526,156.83701116989073,149.7408729701716,93.1323909881651
2022-07-19,3333396.42,552864.92,2429311.3,225334.0,425777.77999999997,2254623.7,156112,39.56666666666667,10.241656186810289,21.352595700522702,3.5414633083939737,15.561336092036486,2.7273866198626626,13.654855678644399,18.88464935412503,183.06775044092223,179.790395024761,97.12635931513681
2022-07-20,3419049.3,551548.1,2574642.066666667,231320.0,438046.56,2315192.38,159814,12.7,9.900990099009901,21.39392856695909,3.451187630620596,16.110241071912768,2.740977386211471,12.853392876798848,18.920525299932095,187.7717454312289,184.0538984222043,96.08084578538718
2022-07-21,3406514.78,551548.6,2581113.2666666666,227268.0,436958.0,2311542.2,157014,12.833333333333334,9.801047120418849,21.695611728890416,3.512735170112219,16.43874601415585,2.782923815710701,12.82117930560144,18.903310525760677,187.0833585458621,180.82920649545088,92.76098656844542
2022-07-22,3142719.2600000002,538174.94,2309759.466666667,217100.0,377029.3,2153649.62,146822,41.71666666666667,10.547215496368038,21.404961518028635,3.6654925011238095,15.731698700921298,2.567934641947392,13.980025568030285,17.506529218991528,172.59589700872115,169.0913278820684,87.85305142420651
2022-07-23,2909186.72,501845.3,2047170.9,222266.0,356445.84,2006930.92,142672,35.43333333333333,11.438596491228068,20.390733430525962,3.517475748570147,14.348792334865985,2.4983587529438154,14.708453505274035,17.760742856062034,159.77045671723772,164.31187377634458,89.88706750109533
2022-07-24,2734500.14,509819.58,1779668.7333333334,190228.0,338097.66,1899605.62,123626,11.283333333333333,12.629032258064514,22.119134648051382,4.123886399301118,14.395586149623327,2.7348426706356266,17.18812845731477,17.79830805091006,150.17679451704305,142.37705862029253,92.88568297005033
2022-07-25,2784216.06,485480.82,1884868.3333333333,186978.0,349013.52,1889327.48,128812,11.45,10.969367460278264,21.6145705369065,3.7689098841722823,14.632707615232535,2.7094798621246468,15.454049858478179,18.472897033181354,152.90715733284665,148.3496487389151,90.79877928932017
2022-07-26,3214771.7,541942.22,2303168.0,215560.0,406489.44,2184367.08,149132,38.72916666666667,10.427815243669677,21.556551913740847,3.6339767454335754,15.443821580881368,2.7257023308210178,14.118176876372024,18.609026098305783,176.55296554861584,171.75169872163997,93.66994857765319
